uniqueID,drugName,condition,review,rating,date,usefulCount
225758,Bupropion,Depression,"""This is the most amazing medication for depression! I have used it in the past, and am so glad to start back on it again. I have had so many bad things happen, that it is time for some good. I am grateful for the way it helps me see the bright side of life, instead of living so unhappily and feeling hopeless. If you have ever thought of suicide, please don&#039;t do it. I know this medicine helped me from doing it in my past, it&#039;s wonderful. Problems are temporary. """,10,15-Nov-12,144
225018,Bupropion,Depression,"""Absolutely recommended if your body does not like SSRIs.  
This medicine has helped me AMAZINGLY--before taking it, I was experiencing ridiculous mood swings going between anxious and having panic attacks to depressed and crying. This medicine has given me my life back. I am no longer trapped in the hole of depression and my anxiety, while still present, has gone from being this massive panic to contained, manageable, and approachable anxiety. 
Bupropion (Wellbutrin) is a stimulant, and because of this, it does make you feel stimulated. I&#039;ve noticed some muscle weakness, but that&#039;s it. I switched to xl and I&#039;m not sure how I like it yet--it seems like the releases are kind of random. Take early if you can so you can sleep! :)""",10,25-Jun-16,73
96553,Sertraline,Depression,"""I have been taking Zoloft for about 7 years. I first started taking 50 mg. About 1-2 years later the doctor doubled my doseage to 100 mg 2x a day. I still get depressed but it lasts a whole lot less than before, I started taking Zoloft.""",8,26-Feb-08,3
96313,Sertraline,Depression,"""I&#039;ll start by saying I am a 24 year old graduate who started on Lexapro 20mg about 3 years ago.  It worked so after 2 years I stopped it.  The year in between then and now obvious depressive/social anxiety symptoms recurred.  Went to the Doctor and was prescribed 50mg generic sertraline.  Its only been 4 days and I say it is GRADUALLY working-as it should.  Some noticed side effects include diarrhea and a little insomnia, little hyperness but that&#039;s it. Also a trick to get off SSRI&#039;s-take a B-complex with Omega 369 complex. Feel better friends.""",5,12-Jul-10,5
225395,Bupropion,Depression,"""Y&#039;all! -- I am one of these people who cannot say enough about bupropion! It has changed my life after only day 8. 
Such a subtle but powerful shift in perception and decrease in troublesome habits (smoking one of them, but also irrational anxiety getting on train, rushing down the street for no reason, rushing through dinner) has decreased by drinking, made me less weighed down. 
There are side effects the first few days but they will go away! Stick with it and you won&#039;t regret it ~""",10,19-Jul-15,119
63874,Sertraline,Depression,"""I started off at 50 MG of SERTRALINE  and after a few weeks I started feeling great, I felt more positive, I could sit and watch a whole show or movie with my family. I liked my job more but my appetite did decrease and it made me feel speedy which also made it hard to sleep. Ok so fast forward to 1 month my Dr. decides to up my dosage since it seemed to be agreeing with my body  ( I have depression but mostly anxiety) he upped the dosage to 100 mg tablets. After ONE week I was raging - my family noticed my colleagues noticed.  I felt like I was roided out. I was mean, aggressive and hard to be around. I also felt downl like I didn&#039;t want to be around people anymore. That quickly it all changed. Made a same day appointment with the Dr to switch meds.""",4,1-Oct-17,12
225098,Bupropion,Depression,"""I have been on this medication for about 2 weeks now. I had some bad side-effects to the point where I had to stop taking this medication. I rate it a five because I feel like it had the potential to be a good medication - regardless of the side-effects I experienced.""",5,21-Mar-16,11
95825,Sertraline,Depression,"""I took for 8 weeks, 53 year old male. I moved to a new town for job. It is pretty depressing when you don&#039;t know anyone. Zoloft 50 mg. First night NO sleep. Started taking  at night with Ambien. I sleep for about 5 hours then I&#039;m up at 3 am. Major side effects: inability to orgasm, clenched teeth, restless legs, trembling, loss of appetite, diarhea and sweating. First week was nausea, trembling but emotions were better. After 8 weeks, I think the side effects aren&#039;t worth the benefit. Quit cold turkey 4 days now. No major problems. Teeth clench still but, not as bad.""",7,7-Apr-14,67
225536,Bupropion,Depression,"""If I Wellbutrin was in my life few years ago I could be totally different person. Still I am lucky to have started it several weeks ago. It helped me a lot. I hope you can see the same results. """,10,3-Jan-14,98
63878,Sertraline,Depression,"""I have been taking Sertraline for 11 days now for depression and I can honestly say I&#039;ve never felt so low  in my life. I am having to stick with them as everyone says that it gets better. Really annoyed that these pills can be prescribed with no real warning from doctors as to how very very low they can make you feel.""",1,29-Sep-17,17
64496,Sertraline,Depression,"""I was on zoloft for about 3 months. It caused headaches especially as dosage was increased. Nearly impossible to sleep more than 5 hours. And caused hot flashes and racing thoughts at any dose over 100mg. It also increased my blood pressure. Started helping depression a bit after many helpless weeks but not enough to stay on it satisfactorily.""",4,8-Jun-16,17
225288,Bupropion,Depression,"""Others have warned abut this but DO NOT TAKE IF YOU HAVE ANXIETY ISSUES. I took this for two weeks at 150mg. First week was fine, felt blunted emotionally a bit which was not necessarily a bad thing. Around day 11 I started having bad anxiety about 10 hours after dosage and I felt sore and worn out. It was unbearable, I did this for 3 days more before quitting. I contacted my Dr who said I did the right thing. THEN I was emotionally in pain for a few days and weeping about every hour. I felt raw, like I had not skin to protect me. They say wellbutrin is easy to drop well I don&#039;t know...it might be because of my anxiety but I feel a lot worse now then I did before taking it.""",1,7-Jun-15,15
95691,Sertraline,Depression,"""I always read these but never put on my own thoughts. 

I&#039;m a 27 year old female with 2 young beautiful girls, and a very loving husband. It all sounds so perfect but my mood is far from that. I&#039;ve been suffering silently with depression for years but only spoke to my doctor 6 months ago. 

50mg made me worse, my mood was lower than before, shakes, heart palpitations etc but after a week, all side effects stopped but my mood was still lower than ever. 

Upped too 100mg, felt slightly better. Upped again to 150mg still felt better but then all of a sudden my depression got so much worse than it has ever been. Now on 200mg, still feel so low &amp; down &amp; zombified. 

Can&#039;t make decisions, just numb. """,6,30-Nov-14,102
96436,Sertraline,Depression,"""From first week when I took this medicine I can feel a slight change and haven&#039;t felt depression, anxiety. But as the weeks pass, I felt much better. I&#039;ve got my life back, social skills, and feel like everyone else. This drug has really helped to bring my life back.""",9,15-Jul-09,229
64935,Sertraline,Depression,"""This helped my panic attacks stop, but helped with depression none. This medication made me feel &#039;flat,&#039; and like I was not living in the moment. For example, when people talked to me I could not associate emotions with the conversation. In addition, this gave me stomach irritation, made me lethargic, and never worked at the 4-6 week mark.""",2,13-Mar-15,14
64685,Sertraline,Depression,"""mixed review.
at first I noticed a change in my thinking- was able to enjoy moments more- less clouded by suicidal/depressive thoughts.

However after my therapist suggests we up the does to 100mg a day, things went back to usual after about 3 weeks - same fatigued, depressed state of mind - no motivation or drive to live - disassociation issues...etc.

This does not mean it  may not work for others - I have a history of my body becoming &#039;accustomed&#039; to most prescribed drugs, thus my body no longer responds to them after long term consumption (even if meds are made to treat chronic problems). So if you&#039;re lucky enough to have a body that is consistent with drugs, I do recommend sertraline. It definitely made a change for me even for only 3 weeks""",4,31-Dec-15,8
224703,Bupropion,Depression,"""Much better with the SR but it still needed 
to be coupled with another med""",6,2-May-17,11
224997,Bupropion,Depression,"""I have been taking Wellbutrin XL 450mg/day for 9 years, the brand only (I have done some personal research about brands versus generics and do not believe that generics are as good, effective, or reliable as brands). This medication saved my life, so I guess that I was lucky that it suited me. Within the first year I remember having a dry mouth, more energy, loss of appetite, and a weight loss. With time these side effects stopped. I have now no side effects, and what this medication clearly helped me with is to still feel myself and going through my emotions without falling into the hole of depression. So I feel functional, which was not the case before taking it (for example satying in bed because of feeling a deep sadness etc...).""",10,22-Jul-16,85
63961,Sertraline,Depression,"""20 year old college student. I&#039;ve had OCD since I was a kid (depression since junior year of high school) but only within the last year did I make the choice to take an SSRI. There&#039;s a lot of ambiguity surrounding antidepressants, and you can&#039;t really extract much from reviews without feeling reluctant. Yes, there are side effects that appear within the early stages. It is scary to ingest a drug you know little about. However, I can feel happy again, which I thought I had lost the ability to do. I don&#039;t believe everything is hopeless, which I, truthfully, thought I&#039;d feel the rest of my life. It&#039;s been a lifesaver, and at 100mg, nothing feels inherently different about myself. It&#039;s just a tablet. Don&#039;t let it be more than it ought to be.""",9,8-Jul-17,105
225122,Bupropion,Depression,"""I was prescribed Wellbuturin and Zoloft 14 months years ago after a very close call with suicide brought on by constant flashbacks of childhood sexual abuse. My psychiatrist started me on Zoloft, which saved my life by ending the flashbacks, and added Wellbutrin a few months later. The Wellbutrin helped me to get my joy for life going again! But, like a lot of people, when I felt better I weaned off. I didn&#039;t go down to the bottom, but my depression was slowly creeping back. I got back on it and I LOVE what it does for me. The only side effect I&#039;ve had is really vivd dreams at times.""",10,26-Feb-16,7
96302,Sertraline,Depression,"""I&#039;ve been on 75/mg of sertraline (generic version of Zoloft) for 5 years.  It has helped a great deal with my depression, anxiety, and compulsive negative thoughts.  I&#039;ve gotten off of it twice; I find that I don&#039;t have withdrawal symptoms if I go off it gradually.  The side effects I&#039;ve had are a decrease in sex drive (which comes back once I stop taking it) and a general feeling of apathy.  It doesn&#039;t make me happy, it just makes me not so sad and much less obsessive.  I do, however, feel I have lost a lot of creativity and motivation.  Other than the apathy and lack of a sex drive, it works extremely well at stopping the depression and anxiety.""",8,8-Aug-10,4
64457,Sertraline,Depression,"""Wish I could rate this a zero. I have always had clear skin and no problems with acne or anything, no allergies, but this made me break out in hives. My depression and anxiety worsened exponentially. Worst experience, temporarily destroyed my life""",1,23-Apr-16,39
96334,Sertraline,Depression,"""I started on 50mg and I took it for about 2 months then I missed a week due to vacation and forgetting to bring them with me.  Now I&#039;m achy all the time, very dizzy, feel sick after eating anything no matter how mild, my back is the most achy.  I think its my body trying to get used to the drug again but I didn&#039;t feel this way the first time I started.  I don&#039;t really know what is going on but I&#039;m tired all the time and that is definitely not helping the depression.""",4,9-Apr-10,3
224755,Bupropion,Depression,"""I&#039;m on several medications - Paxil, Strattera, Buspar, Rexalti, and this.  I was increased to the 300 XR - and just did not feel right.  I had been on the 150 of the regular.  I started crying, which is not like me.  I had been working through some difficult things with my psychologist - but crying for days - and the emotional upheaval still was not like me.  One of the things that I did like about the medicine was that I was able to sleep.  With the increase, I could not sleep - hardly at all.  I was only getting three hours a night.  I called my Dr. but didn&#039;t ever (after two calls) get a response.  I finally went back to the lower dose.  I was finally able to get some sleep.  Otherwise, I guess it&#039;s doing alright.""",7,28-Aug-17,3
225113,Bupropion,Depression,"""I have been diagnosed with GAD, SAD, and depression. Before Wellbutrin I had only tried SSRI&#039;s like cymbalta and lexapro; they were TERRIBLE. I have gone untreated before trying those meds and they did nothing for my depression, just made me feel emotionally numb. The first 3 months on wellbutrin were terrible too, huge panic attacks all the time and my anxiety worsened. Now, this is my 6th month and I can proudly say that it is working!!! Compared to my pre-medicated self, I have more energy and am actually able to follow through with activities I wouldn&#039;t have thought of doing before. Most importantly, I&#039;m finally not depressed!!! It took away that really tough barrier depression had on me that prevented me from enjoying my life.""",9,2-Mar-16,54
96052,Sertraline,Depression,"""I started on Sertraline at 50mg where it made me feel VERY bad for the first few days, I fainted, felt sick and could not do a thing I felt so depressed. Gradually the side effects wore off apart from dry mouth and needing to pee at night but then the doctor increased it to 100mg because I felt the exact same as before I took the tablets and now I still get stomach pain everyday and feel awful, the side effects just aren&#039;t going away and I want off them now.""",5,21-Dec-12,7
226055,Bupropion,Depression,"""I take 300mg of Wellbutrin XL daily along with Lexapro and have for over a year now. It seems to be a good mix, but definitely don&#039;t take more than the recommended dosage. """,8,9-Sep-08,45
226035,Bupropion,Depression,"""Worked better than anything else.""",9,23-Feb-09,31
224792,Bupropion,Depression,"""I&#039;m gaining weight anyone else experiencing this?""",10,21-Feb-17,38
224920,Bupropion,Depression,"""I have been wanting to write this for a few months because I have seen so many questions about side effects/interactions.  I started taking SR on a friday, I was fine, Saturday - fine, Sunday - fine, on Monday I went to work, by lunch, all He** broke loose, the dreaded diarrhea. All day Monday was horrible, Tuesday, same thing, by Wednesday I could not take it anymore, so I started researching and found that Wellbutrin (Budeprion)  interacts with caffeine. So Wednesday- no coffee,  no diarrhea, Thursday- no coffee, no diarrhea.  So I have only drank decaf coffee since, and have had no diarrhea.""",6,9-Nov-16,7
225795,Bupropion,Depression,"""I&#039;ve only taken Wellbutrin SR for a couple of days and I&#039;ve had a light headache but I&#039;ve been able to focus and concentrate and I&#039;m so happy that I&#039;ve been productive too! If headache is the only thing I have to deal with I&#039;ll keep taking it.""",6,2-Jun-11,35
63986,Sertraline,Depression,"""I started Zoloft after being on citalopram. Citalopram worked the best for me but due to my age, my GP wouldn&#039;t raise the dose after 25mg stopped helping. I&#039;ve been on Zoloft since around February or so and it&#039;s increased my anxiety dramatically. To the point that I can&#039;t sleep and I&#039;m writing this at 4:49am. I also noticed I started to struggle with death anxiety A LOT which I hadn&#039;t had problems with in the past. I am still taking Zoloft but will hopefully be changing medication in the next few weeks.""",1,18-Jun-17,17
225919,Bupropion,Depression,"""By no means a miracle drug but it really pulled me out of a deep depression.  After just a few days people began to notice a change in my appearance and mood for the better.  I began to take an interest in people and places.  I began to do the things I used to love again such as play the guitar and go to sporting events.

Side effects were:  really dry mouth which I did not mind because I switched from craving soda all the time to craving water instead.  Slight ringing in the ears.  I only sleep 6 or so hours a night but it&#039;s not a big deal because I&#039;m more energetic now than I was when sleeping 9 hours.  """,8,13-Jan-10,88
225209,Bupropion,Depression,"""I have been on generic wellbutrin XL 150mg for about a month and a half now. All I can say is that it is an interesting drug. I didn&#039;t want to really go on it because, while I have depression, it is not that bad. I was hoping to get on something to help my anxiety because that is way worse. Well the first 3 weeks I was on it were fine. I felt a little bit more energy and libido and no side effects. Then all of a sudden from week 3-4 I got extremely anxious, stressed, and angry. Everything made me angry. I can happily say that those side effects have passed and I now have none. These last 2  weeks have been great. Tons of energy and drive. Love cleaning now for some reason and I used to hate it.""",8,2-Dec-15,63
226039,Bupropion,Depression,"""Wellbutrin XL is the only medication for depression I have taken that doesn&#039;t cause any side effects as far as I can tell, but still produces the desired results.  (According to my wife, children, and close friends.)  That makes it the right medication for me.""",10,17-Feb-09,33
96625,Sertraline,Depression,"""Only drug to make me feel alright.  """,9,13-Jun-08,42
64528,Sertraline,Depression,"""I&rsquo;ve suffered from longstanding low-level depression ever since I can remember, and have often pondered with the idea of trying an antidepressant even though I stay away from medication as much as I can. 
Everything has worsened over the last year since my youngest, fittest sister died prematurely of breast cancer with extensive liver metastasis (or whichever came first)&hellip;I was with her for the 7 weeks after diagnosis and watched her take her last 2 breaths; this pain has become more intense lately and I would find myself crying like a baby over my little sister&hellip;
My demented elderly father got a prescription for Zoloft (he must also be depressed because of my sister&rsquo;s death), but since no one at his home was giving it to him I decided to give it a try!
I&rsquo;ve been taking 25mg (elixir) for 2 weeks and have seen a huge difference in my crying spells; I still think about my little sister, but don&rsquo;t feel that overwhelming sadness as much&hellip;
The first week I took the Zoloft at bedtime, but started to notice difficulty falling asleep, so now I take it in the morning&hellip;I felt no other side effects!
I&rsquo;m far from being a peppy, energetic person, but at least some of my suffering has been alleviated, and that&rsquo;s what living is about; who needs to be in constant emotional pain!?
Good luck to all!""",7,8-Apr-16,89
225627,Bupropion,Depression,"""Helped me with alcohol, opioid and Adderall addictions. Keeps me focused and takes all depression symptoms away. Highly recommended for people with alcohol and substance abuse issues.""",9,20-Mar-13,179
63963,Sertraline,Depression,"""I was on Zoloft for about 8 years for severe generalized anxiety disorder and major depressive disorder. I was eventually maxed out (200mg) and I felt awful. I couldn&#039;t feel emotions at all, it was almost like depression but less hopeless. I felt like a zombie. Or a robot. I also had pretty severe sexual side effects as well. Got taken off, and I feel like a real human again. I&#039;m on Wellbutrin now.""",2,6-Jul-17,11
64108,Sertraline,Depression,"""Do not work at all""",1,28-Apr-17,6
95752,Sertraline,Depression,"""Generic Sertraline gave me some relief but it made me jittery and gave me headaches. After reading testimonials I insisted on the name brand Zoloft. so glad I did. It&#039;s like a completely different medicine. More relaxed and not full of negative thinking. I still get overly anxious if something stressful happens but it doesn&#039;t last long. Side effects are more tolerable, though it does make me tired.""",8,27-Oct-14,110
225866,Bupropion,Depression,"""I have suffered from Anxiety in the past.  Since moving to a new town and hating it (we are military) I had fallen into an awful depression.  Just not myself, no energy and no ambition.  I went on Wellbutrin (150mg) 2 weeks ago.  The first week was a bear!  I was mean, had migraines, I was crying a lot, nausea, and I ate anything I could!  I read on here to take it in the morning and it made a big difference!  Now, nausea is gone, no more migraine, my mind is clear, I have energy and appetite is way down!  My Dr gave me no warnings about any of this.  (I love this site!) I am hoping I am out of the woods with the side effects, but I will keep at it.  Finding your right one is hard and may take time.  Don&#039;t give up!""",8,11-Jan-11,58
64863,Sertraline,Depression,"""I started Zoloft about 2 months ago. I was taking 25 mg to start, as I am very tiny. After about a month, I increased to 50 mg, and the results were felt within days. I&#039;m not hitting my dangerous lows nearly as frequently, and when I do get upset, it feels tolerable. Yes, I still cry; no, I&#039;m not happy all the time, but that&#039;s normal! For the first time in over 3 years, I understand what it feels like to be normal. PS-for those of you out there desperately looking for help, but not wanting to disappoint your loved ones who are opposed to taking psychiatric medication, do it for yourself. Here&#039;s what might happen: they don&#039;t work so you stop taking them, or they work and you never look back. Life is far too short to feel awful throughout it.""",9,25-Apr-15,223
64795,Sertraline,Depression,"""Love this medication. I&#039;m a 28 yo mother of two and have suffered from anxiety on and off for the past 9 years and have tried different meds through out the years and the only one that has ever worked for me was the generic Zoloft! Like... wow! This medication does its job so well that i feel &quot;normal&quot; not high or zombified! Side effects for me has been loss of appetite, difficulty reaching orgasm, clenched jaw, hot flashes, and rapid heart rate but was told these would subsidize. But i still give this medication a rating of 9 because the benefits for me outweigh the side effects far too well. Been taking it for a couple weeks and if it&#039;s working this great now i can&#039;t wait to see in a couple more weeks.""",9,15-Jun-15,102
225432,Bupropion,Depression,"""Didn&#039;t work. I was given on top of Remeron. It helps in away. But I needed some energy boost.
Hoping Wellbutrin would work.

All my anxiety and sucidal thoughts all hit me like a truck.

Had to discontinue taking.""",1,2-Nov-14,54
225236,Bupropion,Depression,"""I&#039;m in my early 40s and have noticed the last couple of years I&#039;ve become very aggitated over nothing! Always yelling at my teenager and I could literally feel my blood pressure raising over the smallest things. Also this last year for some reason I became depressed. I didn&#039;t ever want to get out if bed or leave the house to do anything. I&#039;ve always had a bad opinion about antidepressants but I knew SOMETHING had to change. I reached out to my doctor who gave me 100 mg of generic Wellbutrin and the very first day I noticed I was calmer! I fell asleep 2 hours later but woke up refreshed I just finished day 3 and I swear I feel fantastic! Not only have I not yelled even once, I don&#039;t feel angry at all! And I want to do stuff again. Very happy""",9,31-Oct-15,117
64553,Sertraline,Depression,"""I&#039;ve been taking 50mg of this daily for 2 weeks and I&#039;m pleasantly surprised. I&#039;ve only ever taken one other medication for my depression before this so I wasn&#039;t sure what to expect. 

I feel &quot;normal&quot;. I don&#039;t know how else to explain it. I&#039;m not panicking over small things or dwelling on problems I can&#039;t fix as much. My depression and anxiety makes me kind of hot head and I snap at people out of the blue but this medication seems to be helping.

The only negative side effects I&#039;ve had so far are slight nausea and dry mouth. 

I&#039;m going to continue to take this and I recommend talking to your doctor to see if it could possibly work for you.""",9,10-Mar-16,71
96282,Sertraline,Depression,"""I was on Sertraline for around one and a half years, with a maximum dose of 150mg.  It definitely did work in treating the depression. It leveled me out. I felt less fragile. It&#039;s difficult to describe, but if depression is an empty, hollow feeling, sertraline filled that up. There was no more of the constant sadness I had experienced before. 
The downsides were: blunted emotions. It became difficult to cry, and I didn&#039;t &quot;feel&quot; laughter. Altered sleeping. My dreams were more vivid and I occasionally woke up with my heart pounding. Sexual side-effects. Sensitive areas were numbed (not totally) and orgasm became difficult. Unpleasant withdrawal. Dizziness, nausea.""",7,21-Feb-11,0
96448,Sertraline,Depression,"""I&#039;ve been on Zoloft for almost a year now. I will be changing medicines in 4 days, which makes me really anxious. This drug worked well for my depression and anxiety. However, I&#039;ve been completely unable to have a good time while on this medication. I can&#039;t bring myself to go out, hang out with friends. I do nothing. I have no motivation. The biggest problem I&#039;ve had with Zoloft is extreme weight gain. I&#039;ve gained 50 lbs in the year. """,8,27-May-09,137
96027,Sertraline,Depression,"""I was put on this for depression. The first day I took it, I got extreme fatigue and it took so much willpower to get up and do anything. I just did not want to move. I also got out of breath doing the simplest things, like getting out of my car and standing up. I was a total zombie. These symptoms decreased within a few weeks, but it was awful to get through. In addition, I was 130 lbs. when I began taking it and blew up to 209 lbs. over one year despite not eating more or exercising less. It also didn&#039;t help my depression. So in the end it did not help me and I gained 79 lbs. in one year. As soon as I stopped taking it, my weight dropped down to 160 lbs. without doing anything. """,1,13-Sep-12,33
225961,Bupropion,Depression,"""I have noticed a change in my out look on life and I have become super optimistic within the first two weeks of using this medicine. I&#039;m almost afraid of losing this great feeling as well as becoming dependent on this drug.""",7,6-Dec-09,9
64791,Sertraline,Depression,"""19 yr old male going on 20. Had been suffering from extreme anxiety, depression, paranoia, intrusive thoughts for the best part of a year. Day to day life was a living hell and I rapidly began to lose any motivation and hope I had left. Started on 50mg, probably made things worse for first 4 weeks, upped to 100mg, wouldn&#039;t class it as life changing, anxiety and thoughts are still there, but a lot less intense. Much chirpier and can finally engage in day to day life with a lot more ease and comfort without feeling completely messed up and hopeless. Would recommend, just hang on in there. Things do get better.""",7,19-Jun-15,38
225008,Bupropion,Depression,"""After the failure of 2 bupropion generics &amp; the discontinued manufacturing of the one generic I *could* tolerate, I finally got on the one form of the name-brand Wellbutrin my insurance would cover. It made all the difference in the world. I feel better. My severe mood swings decreased as well as my angry outbursts. I don&#039;t mind the 3 pills a day (my generics had been SR); I actually prefer it as it seems the nighttime dose makes it easier to get up in the morning. I am dealing with some constipation, but I have MS and that is a side effect of many of my medications as well as my condition. I was happy and starting to get back on my feet again. 
BUT....Now they aren&#039;t going to make it any more. I have confirmation from GSK. 
So now what?""",8,7-Jul-16,26
226038,Bupropion,Depression,"""I love it. Have not had any depression issues or suicidal thoughts. The only side effect (which I don&#039;t mind) is having no appetite. This medicine is the best one I have ever taken for my anxiety, depression and bi-polar. It works great combined with klonopin. """,10,17-Feb-09,62
64591,Sertraline,Depression,"""Sertraline has actually filled in the gaps where Citalopram failed. However, bowel movements have become a tentative almost ambivalent arrangement but so far that is the worst of the side effects for me personally. Although I do have dark days, the dogs don&#039;t bark quite so loudly or for so long. Sertraline has given me the ability to stop thinking about the things I am troubled by and focus on what I want to do and what I want to be with perspicacity and belief in myself and to accept the fact that it&#039;s okay to have such medication to treat depression in exactly the same way that it is okay to have HRT for menopause or insulin to treat diabetes. Stick with it.""",10,20-Jan-16,40
225059,Bupropion,Depression,"""Today was the first day I have had to take this medicine, I have already experienced the dry mouth, &amp; not really caring to eat. I am only 20 years old, I&#039;ve made a lot of dramatic changes in my life in the past month, &amp; I&#039;ve dealt with depression for a while but was honestly scared to admit it. I have read very many reviews and I am nervous about it, but at the same time I&#039;m pretty happy to see the positive reviews, I&#039;m wanting to feel happy like I should, &amp; do things I want to do without worrying about what thought will ruin my plans for that day. Prayers would be appreciated while I get use to being on this, &amp; start learning if it&#039;s for me or not.""",5,30-Apr-16,72
225886,Bupropion,Depression,"""I have been on Wellbutrin for over five years.  After trying Effexor and Zoloft my experience with this has been really good.  I was in denial about my depression for a few years after having some terrible things happen in my life.  I cried all the time and felt %u201Ctrapped%u201D by the depression.  I was also very moody. I never felt suicidal but had morbid thoughts about the weirdest things.  There were issues for the first week or so.  My mouth tasted like metal and I had major trouble sleeping. After a few weeks the crying and irritability went away.  I actually lost a few pounds and had no sexual side effects.  An unexpected bonus was that the jaw pain I had been suffering from for years completely went away.  I have tried to stop taking it a few times and the first thing that comes back is jaw pain.  After a week or so the crying and morbid thoughts start again.   Now my doctor says I need to try something different because Wellbutrin does nothing for anxiety.  I love my Wellbutrin so much I am afraid to give it up but I do recognize my tendency toward anxiety.  Wish me luck!""",8,1-Jun-10,48
64388,Sertraline,Depression,"""I am a 19 year old male! I have been taking 100 milligrams of this stuff for 2 months now I don&#039;t feel a dam thing! I get dizzy n really crabby and mean! Just wana find the right meds for me! It is rapidly destroying my life at work , lovers n friend! This med worked for me but for only a short time!""",4,5-Sep-16,7
226033,Bupropion,Depression,"""This generic works very well for me. I switched to the generic because my insurance carrier recommended me to do so.  I feel much better and I didn&#039;t even know I was depressed. Only thing is I have no energy.""",9,25-Feb-09,9
224695,Bupropion,Depression,"""Effective for depression and fatigue. 
Causes me to have energy, to need much less sleep, euthymic mood.
Sometimes euphoric mood, feel more outgoing, have increased libido, and feel very confident.
Negative side effects are hostility, being too assertive/pestering people/belaboring a point/arguing, going too far, some impulsive behavior.
I also get fearful of things I&#039;m not normally afraid of. Fear, not anxiety. Can&#039;t drive on the busy interstate now because I overreact when trucks pass me -- it jangles my nerves. Also can&#039;t go on rides at an amusement park or go up in a tall building. Physically afraid.
Also causes restless legs at night -- an urge to shake out my legs. 
Causes dehydration/muscle cramps. &quot;NUUN&quot; electrolyte drink helps.""",9,9-May-17,9
225143,Bupropion,Depression,"""It is the best has really helped me I fill like my old self thank god for this medicine""",10,10-Jan-16,44
224787,Bupropion,Depression,"""This generic was not helpful at all couldn&#039;t tell I was even taking it I 
Kept getting canker sores in my mouth  and over eating like I couldn&#039;t get full so I stoped taking this med
Took it for two months long enough to know if it was not helping ,150 HCL 
Xl by global Phm 
Took a generic about 5 yrs ago  for a couple of years no problems""",2,24-Feb-17,2
225849,Bupropion,Depression,"""Have trialed this 3 times now at different doses and regular tablets verses XL. It works good within a few days (not like SSRI&#039;s which take forever), and has very few side effects that bother me.  For some reason though, I &quot;plateau&quot; and start getting jittery around 3-4 months, on all trials.  It has a lot of benefits over SSRI&#039;s.  Had some minor cognitive problems the first week, like forgetfulness, but it went away quickly.  I wish I could tolerate this medicine for more than a few months.""",7,25-Jul-10,3
225281,Bupropion,Depression,"""I was suffering from depression, anxiety and bad insomnia . I&#039;ve tried so many meds from zoloft ( horrible drug) celexa and seraqual. So finally I went to my pcp and he prescribed Wellbutrin 150mg FIRST DAY anxiety was bad so I had to take seraqual to calm down also my hand swelled up. SECOND DAY  anxiety was still high and I felt a little spaced out so I decided to call my doctor and he put me on 75 mg.  THIRD DAY no symptoms.  I&#039;m now on FIFTH DAY no side effects I&#039;m telling you this drug really helps.

It&#039;s worth a shot to try and if it doesn&#039;t work switch medication. Don&#039;t be discouraged by other posts. Some peoples body just respond different. Iit didn&#039;t believe anything would ever help I&#039;ve been putting myself through hell for a year.  Glad I took it""",8,11-Sep-15,66
224705,Bupropion,Depression,"""I tried many anti-depressants before Wellbutrin with little to no success. This has been the best for me with no noticeable side-effects. The transformation is subtle, after taking for a few weeks all of the sudden I am able to function each day. Love it!""",10,21-Apr-17,9
63951,Sertraline,Depression,"""I take Sertraline for depression and anxiety and while it works well, it also gives me insomnia and my jaw shakes a lot during the day. I almost feel high when I wake up (due to taking my tablet just before I go to bed to try and stop the insomnia) and for the first week or so I felt sick and was heaving constantly however this wore off within a week. That being said, I don&#039;t feel upset or anxious anymore, but I don&#039;t feel happy either. I just feel like I can get through the day and it&#039;s nice to not be crying and feeling scared all day :)""",9,18-Jul-17,13
225739,Bupropion,Depression,"""Did not help with depression and anxiety I suffer from. The worst side affect I experienced was the inability to preform sexually. Lack of libido and caused impotence the entire time I was prescribed the medication.""",1,18-Mar-12,15
225692,Bupropion,Depression,"""Like other reviewers, Wellbutrin gave me my life back. I have been taking it for 2 years and though I still have mood swings, the depression isn&#039;t nearly as severe as it once was. It started making a difference within three weeks. I have had virtually no side effects, and it has the added bonus of giving me energy. It has proved to be much more effective and more tolerable than SSRI&#039;s.""",10,9-Dec-11,38
96601,Sertraline,Depression,"""I&#039;m writing this post because I spent a lot of time researching online about zoloft side effects before I finally decided to try it for my OCD/depression.  I made a mental note to let other people considering this drug know what it was like after I tried it as well.  I was worried that it might cause weight gain and that there may be sexual side effects.  I was on this medication for 2 years and DID NOT experience weight gain or sexual side effects.  The first few months I was on it I had some stomach upset and trouble sleeping but that disappeared shortly after.  I have maintained a consistent body weight (within 5 lbs.) for years and zoloft did not seem to affect my weight at all.  I lost a few pounds at first because of the stomach upset""",8,15-Oct-08,426
